id,source_dataset,source_record_id,variant_text,variant_text_normalized,phonetic_text,variant_pinyin,ipa,ipa_source,canonical_text,canonical_pinyin,canonical_ipa,variant_type,split,occurrence_count,duplicate_record_ids,input_text,input_ipa,input_text_ipa
local:pcr-14#1:01,local_657_homophone_fragments,pcr-14#1:01,采九朵莲,采九朵莲,采九朵莲,cai3 jiu3 duo3 lian2,tsʰai˨˩˦ tɕiou˨˩˦ tuɔ˨˩˦ liɛn˧˥,generated_mandarin_tonal,菜就多练,cai4 jiu4 duo1 lian4,tsʰai˥˩ tɕiou˥˩ tuɔ˥ liɛn˥˩,歧义同音词,train,1,[],[VARIANT] 采九朵莲,[IPA] tsʰai˨˩˦ tɕiou˨˩˦ tuɔ˨˩˦ liɛn˧˥,[VARIANT] 采九朵莲 [IPA] tsʰai˨˩˦ tɕiou˨˩˦ tuɔ˨˩˦ liɛn˧˥
local:pcr-370#1:01,local_657_homophone_fragments,pcr-370#1:01,鸡会,鸡会,鸡会,ji1 hui4,tɕi˥ xuei˥˩,generated_mandarin_tonal,机会,ji1 hui4,tɕi˥ xuei˥˩,非词汇同音词,train,1,[],[VARIANT] 鸡会,[IPA] tɕi˥ xuei˥˩,[VARIANT] 鸡会 [IPA] tɕi˥ xuei˥˩
local:pcr-445#1:01,local_657_homophone_fragments,pcr-445#1:01,你没4,你没4,你没四,ni3 mei2 si4,ni˨˩˦ mei˧˥ sɹ̩˥˩,generated_mandarin_tonal,你没事,ni3 mei2 shi4,ni˨˩˦ mei˧˥ ʂɻ̩˥˩,语音替代,train,1,[],[VARIANT] 你没4,[IPA] ni˨˩˦ mei˧˥ sɹ̩˥˩,[VARIANT] 你没4 [IPA] ni˨˩˦ mei˧˥ sɹ̩˥˩
local:pcr-39#1:01,local_657_homophone_fragments,pcr-39#1:01,壁画,壁画,壁画,bi4 hua4,pi˥˩ xua˥˩,generated_mandarin_tonal,逼话,bi1 hua4,pi˥ xua˥˩,歧义同音词,train,1,[],[VARIANT] 壁画,[IPA] pi˥˩ xua˥˩,[VARIANT] 壁画 [IPA] pi˥˩ xua˥˩
local:pcr-352#1:01,local_657_homophone_fragments,pcr-352#1:01,自bee中,自bee中,自bee中,zi4 bee zhong1,tsɹ̩˥˩ bˈiː ʈʂʊŋ˥,generated_mandarin_tonal,自闭中,zi4 bi4 zhong1,tsɹ̩˥˩ pi˥˩ ʈʂʊŋ˥,跨语言语音编码,train,1,[],[VARIANT] 自bee中,[IPA] tsɹ̩˥˩ bˈiː ʈʂʊŋ˥,[VARIANT] 自bee中 [IPA] tsɹ̩˥˩ bˈiː ʈʂʊŋ˥
local:pcr-176#1:01,local_657_homophone_fragments,pcr-176#1:01,沙笔,沙笔,沙笔,sha1 bi3,ʂa˥ pi˨˩˦,generated_mandarin_tonal,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,非词汇同音词,train,1,[],[VARIANT] 沙笔,[IPA] ʂa˥ pi˨˩˦,[VARIANT] 沙笔 [IPA] ʂa˥ pi˨˩˦
local:pcr-113#1:01,local_657_homophone_fragments,pcr-113#1:01,这粽人,这粽人,这粽人,zhe4 zong4 ren2,ʈʂɤ˥˩ tsʊŋ˥˩ ɻən˧˥,generated_mandarin_tonal,这种人,zhe4 zhong3 ren2,ʈʂɤ˥˩ ʈʂʊŋ˨˩˦ ɻən˧˥,跨语言语音编码,train,1,[],[VARIANT] 这粽人,[IPA] ʈʂɤ˥˩ tsʊŋ˥˩ ɻən˧˥,[VARIANT] 这粽人 [IPA] ʈʂɤ˥˩ tsʊŋ˥˩ ɻən˧˥
local:pcr-113#1:02,local_657_homophone_fragments,pcr-113#1:02,可肖,可肖,可肖,ke3 xiao4,kʰɤ˨˩˦ ɕiɑʊ˥˩,generated_mandarin_tonal,可笑,ke3 xiao4,kʰɤ˨˩˦ ɕiɑʊ˥˩,跨语言语音编码,train,1,[],[VARIANT] 可肖,[IPA] kʰɤ˨˩˦ ɕiɑʊ˥˩,[VARIANT] 可肖 [IPA] kʰɤ˨˩˦ ɕiɑʊ˥˩
local:pcr-282#1:01,local_657_homophone_fragments,pcr-282#1:01,柿柿如意,柿柿如意,柿柿如意,shi4 shi4 ru2 yi4,ʂɻ̩˥˩ ʂɻ̩˥˩ ɻu˧˥ i˥˩,generated_mandarin_tonal,事事如意,shi4 shi4 ru2 yi4,ʂɻ̩˥˩ ʂɻ̩˥˩ ɻu˧˥ i˥˩,非词汇同音词,train,1,[],[VARIANT] 柿柿如意,[IPA] ʂɻ̩˥˩ ʂɻ̩˥˩ ɻu˧˥ i˥˩,[VARIANT] 柿柿如意 [IPA] ʂɻ̩˥˩ ʂɻ̩˥˩ ɻu˧˥ i˥˩
local:pcr-234#1:01,local_657_homophone_fragments,pcr-234#1:01,法克油,法克油,法克油,fa3 ke4 you2,fa˨˩˦ kʰɤ˥˩ joʊ˧˥,generated_mandarin_tonal,fuck you,fuck you,fˈʌk juː,跨语言语音编码,train,1,[],[VARIANT] 法克油,[IPA] fa˨˩˦ kʰɤ˥˩ joʊ˧˥,[VARIANT] 法克油 [IPA] fa˨˩˦ kʰɤ˥˩ joʊ˧˥
local:pcr-227#1:01,local_657_homophone_fragments,pcr-227#1:01,去你m的,去你mo的,去你mo的,qu4 ni3 mo de,tɕʰy˥˩ ni˨˩˦ muɔ tɤ,generated_mandarin_tonal,去你妈的,qu4 ni3 ma1 de,tɕʰy˥˩ ni˨˩˦ ma˥ tɤ,语音替代,train,1,[],[VARIANT] 去你m的,[IPA] tɕʰy˥˩ ni˨˩˦ muɔ tɤ,[VARIANT] 去你m的 [IPA] tɕʰy˥˩ ni˨˩˦ muɔ tɤ
local:pcr-158#1:01,local_657_homophone_fragments,pcr-158#1:01,自取其ru,自取其ru,自取其ru,zi4 qu3 qi2 ru,tsɹ̩˥˩ tɕʰy˨˩˦ tɕʰi˧˥ ɻu,generated_mandarin_tonal,自取其辱,zi4 qu3 qi2 ru3,tsɹ̩˥˩ tɕʰy˨˩˦ tɕʰi˧˥ ɻu˨˩˦,语音替代,train,1,[],[VARIANT] 自取其ru,[IPA] tsɹ̩˥˩ tɕʰy˨˩˦ tɕʰi˧˥ ɻu,[VARIANT] 自取其ru [IPA] tsɹ̩˥˩ tɕʰy˨˩˦ tɕʰi˧˥ ɻu
local:pcr-291#1:01,local_657_homophone_fragments,pcr-291#1:01,秃然,秃然,秃然,tu1 ran2,tʰu˥ ɻan˧˥,generated_mandarin_tonal,突然,tu1 ran2,tʰu˥ ɻan˧˥,非词汇同音词,train,1,[],[VARIANT] 秃然,[IPA] tʰu˥ ɻan˧˥,[VARIANT] 秃然 [IPA] tʰu˥ ɻan˧˥
local:pcr-480#1:01,local_657_homophone_fragments,pcr-480#1:01,踩4了,踩4了,踩四了,cai3 si4 le,tsʰai˨˩˦ sɹ̩˥˩ lɤ,generated_mandarin_tonal,踩死了,cai3 si3 le,tsʰai˨˩˦ sɹ̩˨˩˦ lɤ,语音替代,train,1,[],[VARIANT] 踩4了,[IPA] tsʰai˨˩˦ sɹ̩˥˩ lɤ,[VARIANT] 踩4了 [IPA] tsʰai˨˩˦ sɹ̩˥˩ lɤ
local:pcr-313#1:01,local_657_homophone_fragments,pcr-313#1:01,泰裤辣,泰裤辣,泰裤辣,tai4 ku4 la4,tʰai˥˩ kʰu˥˩ la˥˩,generated_mandarin_tonal,太酷啦,tai4 ku4 la,tʰai˥˩ kʰu˥˩ la,歧义同音词,train,1,[],[VARIANT] 泰裤辣,[IPA] tʰai˥˩ kʰu˥˩ la˥˩,[VARIANT] 泰裤辣 [IPA] tʰai˥˩ kʰu˥˩ la˥˩
local:pcr-125#1:01,local_657_homophone_fragments,pcr-125#1:01,别庄了,别庄了,别庄了,bie2 zhuang1 le,piɛ˧˥ ʈʂuɑŋ˥ lɤ,generated_mandarin_tonal,别装了,bie2 zhuang1 le,piɛ˧˥ ʈʂuɑŋ˥ lɤ,歧义同音词,train,1,[],[VARIANT] 别庄了,[IPA] piɛ˧˥ ʈʂuɑŋ˥ lɤ,[VARIANT] 别庄了 [IPA] piɛ˧˥ ʈʂuɑŋ˥ lɤ
local:pcr-125#1:02,local_657_homophone_fragments,pcr-125#1:02,好额心,好额心,好额心,hao3 e2 xin1,xɑʊ˨˩˦ ɤ˧˥ ɕin˥,generated_mandarin_tonal,好恶心,hao4 wu4 xin1,xɑʊ˥˩ u˥˩ ɕin˥,歧义同音词,train,1,[],[VARIANT] 好额心,[IPA] xɑʊ˨˩˦ ɤ˧˥ ɕin˥,[VARIANT] 好额心 [IPA] xɑʊ˨˩˦ ɤ˧˥ ɕin˥
local:pcr-210#1:01,local_657_homophone_fragments,pcr-210#1:01,鲨臂,鲨臂,鲨臂,sha1 bi4,ʂa˥ pi˥˩,generated_mandarin_tonal,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,非词汇同音词,train,1,[],[VARIANT] 鲨臂,[IPA] ʂa˥ pi˥˩,[VARIANT] 鲨臂 [IPA] ʂa˥ pi˥˩
local:pcr-170#1:01,local_657_homophone_fragments,pcr-170#1:01,放霹,放霹,放霹,fang4 pi1,fɑŋ˥˩ pʰi˥,generated_mandarin_tonal,放屁,fang4 pi4,fɑŋ˥˩ pʰi˥˩,非词汇同音词,train,1,[],[VARIANT] 放霹,[IPA] fɑŋ˥˩ pʰi˥,[VARIANT] 放霹 [IPA] fɑŋ˥˩ pʰi˥
local:pcr-170#1:02,local_657_homophone_fragments,pcr-170#1:02,清寝,清寝,清寝,qing1 qin3,tɕʰiŋ˥ tɕʰin˨˩˦,generated_mandarin_tonal,清静,qing1 jing4,tɕʰiŋ˥ tɕiŋ˥˩,非词汇同音词,train,1,[],[VARIANT] 清寝,[IPA] tɕʰiŋ˥ tɕʰin˨˩˦,[VARIANT] 清寝 [IPA] tɕʰiŋ˥ tɕʰin˨˩˦
local:pcr-301#1:01,local_657_homophone_fragments,pcr-301#1:01,一见粽情,一见粽情,一见粽情,yi1 jian4 zong4 qing2,i˥ tɕiɛn˥˩ tsʊŋ˥˩ tɕʰiŋ˧˥,generated_mandarin_tonal,一见钟情,yi1 jian4 zhong1 qing2,i˥ tɕiɛn˥˩ ʈʂʊŋ˥ tɕʰiŋ˧˥,歧义同音词,train,1,[],[VARIANT] 一见粽情,[IPA] i˥ tɕiɛn˥˩ tsʊŋ˥˩ tɕʰiŋ˧˥,[VARIANT] 一见粽情 [IPA] i˥ tɕiɛn˥˩ tsʊŋ˥˩ tɕʰiŋ˧˥
local:pcr-104#1:01,local_657_homophone_fragments,pcr-104#1:01,e xing,e xing,e xing,e xing,ɤ ɕiŋ,generated_mandarin_tonal,恶心,e3 xin1,ɤ˨˩˦ ɕin˥,语音替代,train,1,[],[VARIANT] e xing,[IPA] ɤ ɕiŋ,[VARIANT] e xing [IPA] ɤ ɕiŋ
local:pcr-353#1:01,local_657_homophone_fragments,pcr-353#1:01,花生,花生,花生,hua1 sheng1,xua˥ ʂɤŋ˥,generated_mandarin_tonal,发生,fa1 sheng1,fa˥ ʂɤŋ˥,歧义同音词,train,1,[],[VARIANT] 花生,[IPA] xua˥ ʂɤŋ˥,[VARIANT] 花生 [IPA] xua˥ ʂɤŋ˥
local:pcr-496#1:01,local_657_homophone_fragments,pcr-496#1:01,0售,0售,零售,ling2 shou4,liŋ˧˥ ʂoʊ˥˩,generated_mandarin_tonal,零售,ling2 shou4,liŋ˧˥ ʂoʊ˥˩,语音替代,train,1,[],[VARIANT] 0售,[IPA] liŋ˧˥ ʂoʊ˥˩,[VARIANT] 0售 [IPA] liŋ˧˥ ʂoʊ˥˩
local:pcr-112#1:01,local_657_homophone_fragments,pcr-112#1:01,棍回,棍回,棍回,gun4 hui2,kuən˥˩ xuei˧˥,generated_mandarin_tonal,滚回,gun3 hui2,kuən˨˩˦ xuei˧˥,歧义同音词,train,1,[],[VARIANT] 棍回,[IPA] kuən˥˩ xuei˧˥,[VARIANT] 棍回 [IPA] kuən˥˩ xuei˧˥
local:pcr-112#1:02,local_657_homophone_fragments,pcr-112#1:02,颇地儿,颇地儿,颇地儿,po3 di4 er2,pʰuɔ˨˩˦ ti˥˩ əɻ˧˥,generated_mandarin_tonal,破地儿,po4 di4 er2,pʰuɔ˥˩ ti˥˩ əɻ˧˥,歧义同音词,train,1,[],[VARIANT] 颇地儿,[IPA] pʰuɔ˨˩˦ ti˥˩ əɻ˧˥,[VARIANT] 颇地儿 [IPA] pʰuɔ˨˩˦ ti˥˩ əɻ˧˥
local:pcr-112#1:03,local_657_homophone_fragments,pcr-112#1:03,碍演,碍演,碍演,ai4 yan3,ai˥˩ jɛn˨˩˦,generated_mandarin_tonal,碍眼,ai4 yan3,ai˥˩ jɛn˨˩˦,歧义同音词,train,1,[],[VARIANT] 碍演,[IPA] ai˥˩ jɛn˨˩˦,[VARIANT] 碍演 [IPA] ai˥˩ jɛn˨˩˦
local:pcr-22#1:01,local_657_homophone_fragments,pcr-22#1:01,是投注,是投注,是投注,shi4 tou2 zhu4,ʂɻ̩˥˩ tʰoʊ˧˥ ʈʂu˥˩,generated_mandarin_tonal,是头猪,shi4 tou2 zhu1,ʂɻ̩˥˩ tʰoʊ˧˥ ʈʂu˥,歧义同音词,train,1,[],[VARIANT] 是投注,[IPA] ʂɻ̩˥˩ tʰoʊ˧˥ ʈʂu˥˩,[VARIANT] 是投注 [IPA] ʂɻ̩˥˩ tʰoʊ˧˥ ʈʂu˥˩
local:pcr-22#1:02,local_657_homophone_fragments,pcr-22#1:02,跌,跌,跌,die1,tiɛ˥,generated_mandarin_tonal,爹,die1,tiɛ˥,歧义同音词,train,1,[],[VARIANT] 跌,[IPA] tiɛ˥,[VARIANT] 跌 [IPA] tiɛ˥
local:pcr-22#1:03,local_657_homophone_fragments,pcr-22#1:03,直涨,直涨,直涨,zhi2 zhang3,ʈʂɻ̩˧˥ ʈʂɑŋ˨˩˦,generated_mandarin_tonal,智障,zhi4 zhang4,ʈʂɻ̩˥˩ ʈʂɑŋ˥˩,歧义同音词,train,1,[],[VARIANT] 直涨,[IPA] ʈʂɻ̩˧˥ ʈʂɑŋ˨˩˦,[VARIANT] 直涨 [IPA] ʈʂɻ̩˧˥ ʈʂɑŋ˨˩˦
local:pcr-140#1:01,local_657_homophone_fragments,pcr-140#1:01,sales,sales,sales,sales,sˈeɪlz,generated_mandarin_tonal,笑死,xiao4 si3,ɕiɑʊ˥˩ sɹ̩˨˩˦,跨语言语音编码,train,1,[],[VARIANT] sales,[IPA] sˈeɪlz,[VARIANT] sales [IPA] sˈeɪlz
local:pcr-43#1:01,local_657_homophone_fragments,pcr-43#1:01,老闭灯,老闭灯,老闭灯,lao3 bi4 deng1,lɑʊ˨˩˦ pi˥˩ tɤŋ˥,generated_mandarin_tonal,老逼登,lao3 bi1 deng1,lɑʊ˨˩˦ pi˥ tɤŋ˥,歧义同音词,train,1,[],[VARIANT] 老闭灯,[IPA] lɑʊ˨˩˦ pi˥˩ tɤŋ˥,[VARIANT] 老闭灯 [IPA] lɑʊ˨˩˦ pi˥˩ tɤŋ˥
local:pcr-238#1:01,local_657_homophone_fragments,pcr-238#1:01,dior丝,dior丝,dior丝,dior si1,dɪˈɔː sɹ̩˥,generated_mandarin_tonal,屌丝,diao3 si1,tiɑʊ˨˩˦ sɹ̩˥,跨语言语音编码,train,1,[],[VARIANT] dior丝,[IPA] dɪˈɔː sɹ̩˥,[VARIANT] dior丝 [IPA] dɪˈɔː sɹ̩˥
local:human-1#1:01,local_657_homophone_fragments,human-1#1:01,一起do i,一起do i,一起do i,yi4 qi3 do i,i˥˩ tɕʰi˨˩˦ to i,generated_mandarin_tonal,一起做爱,yi4 qi3 zuo4 ai4,i˥˩ tɕʰi˨˩˦ tsuɔ˥˩ ai˥˩,跨语言语音编码,train,1,[],[VARIANT] 一起do i,[IPA] i˥˩ tɕʰi˨˩˦ to i,[VARIANT] 一起do i [IPA] i˥˩ tɕʰi˨˩˦ to i
local:pcr-108#1:01,local_657_homophone_fragments,pcr-108#1:01,3子,3子,三子,san1 zi,san˥ tsɹ̩,generated_mandarin_tonal,傻子,sha3 zi,ʂa˨˩˦ tsɹ̩,语音替代,train,1,[],[VARIANT] 3子,[IPA] san˥ tsɹ̩,[VARIANT] 3子 [IPA] san˥ tsɹ̩
local:human-3#1:01,local_657_homophone_fragments,human-3#1:01,delay no more,delay no more,delay no more,delay no more,dɪlˈeɪ nˈəʊmˌɔː,generated_mandarin_tonal,屌你老母,diao3 ni3 lao3 mu3,tiɑʊ˨˩˦ ni˨˩˦ lɑʊ˨˩˦ mu˨˩˦,跨语言语音编码,train,1,[],[VARIANT] delay no more,[IPA] dɪlˈeɪ nˈəʊmˌɔː,[VARIANT] delay no more [IPA] dɪlˈeɪ nˈəʊmˌɔː
local:pcr-326#1:01,local_657_homophone_fragments,pcr-326#1:01,有荔有bee,有荔有bee,有荔有bee,you3 li4 you3 bee,joʊ˨˩˦ li˥˩ joʊ˨˩˦ bˈiː,generated_mandarin_tonal,有利有弊,you3 li4 you3 bi4,joʊ˨˩˦ li˥˩ joʊ˨˩˦ pi˥˩,语音替代,train,1,[],[VARIANT] 有荔有bee,[IPA] joʊ˨˩˦ li˥˩ joʊ˨˩˦ bˈiː,[VARIANT] 有荔有bee [IPA] joʊ˨˩˦ li˥˩ joʊ˨˩˦ bˈiː
local:pcr-326#1:02,local_657_homophone_fragments,pcr-326#1:02,荔大于bee,荔大于bee,荔大于bee,li4 da4 yu2 bee,li˥˩ ta˥˩ y˧˥ bˈiː,generated_mandarin_tonal,利大于弊,li4 da4 yu2 bi4,li˥˩ ta˥˩ y˧˥ pi˥˩,语音替代,train,1,[],[VARIANT] 荔大于bee,[IPA] li˥˩ ta˥˩ y˧˥ bˈiː,[VARIANT] 荔大于bee [IPA] li˥˩ ta˥˩ y˧˥ bˈiː
local:pcr-7#1:01,local_657_homophone_fragments,pcr-7#1:01,开英帕,开英帕,开英帕,kai1 ying1 pa4,kʰai˥ iŋ˥ pʰa˥˩,generated_mandarin_tonal,开淫趴,kai1 yin2 pa1,kʰai˥ in˧˥ pʰa˥,非词汇同音词,train,1,[],[VARIANT] 开英帕,[IPA] kʰai˥ iŋ˥ pʰa˥˩,[VARIANT] 开英帕 [IPA] kʰai˥ iŋ˥ pʰa˥˩
local:human-2#1:01,local_657_homophone_fragments,human-2#1:01,作 i,作 i,作 i,zuo4 i,tsuɔ˥˩ i,generated_mandarin_tonal,做爱,zuo4 ai4,tsuɔ˥˩ ai˥˩,语音替代,train,1,[],[VARIANT] 作 i,[IPA] tsuɔ˥˩ i,[VARIANT] 作 i [IPA] tsuɔ˥˩ i
local:human-4#1:01,local_657_homophone_fragments,human-4#1:01,wash today,wash today,wash today,wash today,wˈɒʃ tədˈeɪ,generated_mandarin_tonal,我操你爹,wo3 cao1 ni3 die1,wɔ˨˩˦ tsʰɑʊ˥ ni˨˩˦ tiɛ˥,跨语言语音编码,train,1,[],[VARIANT] wash today,[IPA] wˈɒʃ tədˈeɪ,[VARIANT] wash today [IPA] wˈɒʃ tədˈeɪ
local:pcr-300#1:01,local_657_homophone_fragments,pcr-300#1:01,旺旺掀被,旺旺掀被,旺旺掀被,wang4 wang4 xian1 bei4,wɑŋ˥˩ wɑŋ˥˩ ɕiɛn˥ pei˥˩,generated_mandarin_tonal,旺旺仙贝,wang4 wang4 xian1 bei4,wɑŋ˥˩ wɑŋ˥˩ ɕiɛn˥ pei˥˩,歧义同音词,train,1,[],[VARIANT] 旺旺掀被,[IPA] wɑŋ˥˩ wɑŋ˥˩ ɕiɛn˥ pei˥˩,[VARIANT] 旺旺掀被 [IPA] wɑŋ˥˩ wɑŋ˥˩ ɕiɛn˥ pei˥˩
codedlang:8:01,Crowd-AI-Lab/CodedLang,8,乚,乚,乚,yin3,in˨˩˦,generated_mandarin_tonal,好,hao3,xɑʊ˨˩˦,语音替代,train,1,[],[VARIANT] 乚,[IPA] in˨˩˦,[VARIANT] 乚 [IPA] in˨˩˦
codedlang:15:01,Crowd-AI-Lab/CodedLang,15,6,6,六,liu4,liou˥˩,generated_mandarin_tonal,厉害,li4 hai4,li˥˩ xai˥˩,歧义同音词,train,1,[],[VARIANT] 6,[IPA] liou˥˩,[VARIANT] 6 [IPA] liou˥˩
codedlang:17:01,Crowd-AI-Lab/CodedLang,17,蔡,蔡,蔡,cai4,tsʰai˥˩,generated_mandarin_tonal,菜,cai4,tsʰai˥˩,歧义同音词,train,3,"[""codedlang:831:01"", ""codedlang:900:01""]",[VARIANT] 蔡,[IPA] tsʰai˥˩,[VARIANT] 蔡 [IPA] tsʰai˥˩
codedlang:20:01,Crowd-AI-Lab/CodedLang,20,金厚呷,金厚呷,金厚呷,jin1 hou4 ga1,tɕin˥ xoʊ˥˩ ka˥,generated_mandarin_tonal,真好吃,zhen1 hao3 chi1,ʈʂən˥ xɑʊ˨˩˦ ʈʂʰɻ̩˥,非词汇同音词,train,1,[],[VARIANT] 金厚呷,[IPA] tɕin˥ xoʊ˥˩ ka˥,[VARIANT] 金厚呷 [IPA] tɕin˥ xoʊ˥˩ ka˥
codedlang:26:01,Crowd-AI-Lab/CodedLang,26,jb,jb,jb,jb,dʒˌeɪbˈiː,generated_mandarin_tonal,鸡巴,ji1 ba1,tɕi˥ pa˥,语音替代,train,30,"[""codedlang:205:05"", ""codedlang:297:02"", ""codedlang:553:01"", ""codedlang:561:01"", ""codedlang:584:01"", ""codedlang:619:02"", ""codedlang:632:01"", ""codedlang:633:01"", ""codedlang:650:01"", ""codedlang:656:01"", ""codedlang:664:01"", ""codedlang:685:01"", ""codedlang:689:01"", ""codedlang:715:01"", ""codedlang:717:01"", ""codedlang:731:01"", ""codedlang:739:01"", ""codedlang:745:01"", ""codedlang:750:03"", ""codedlang:758:01"", ""codedlang:763:01"", ""codedlang:764:01"", ""codedlang:783:01"", ""codedlang:793:01"", ""codedlang:794:02"", ""codedlang:795:02"", ""codedlang:842:01"", ""codedlang:843:01"", ""codedlang:858:01""]",[VARIANT] jb,[IPA] dʒˌeɪbˈiː,[VARIANT] jb [IPA] dʒˌeɪbˈiː
codedlang:28:01,Crowd-AI-Lab/CodedLang,28,Jb,Jb,Jb,Jb,dʒˌeɪbˈiː,generated_mandarin_tonal,鸡巴,ji1 ba1,tɕi˥ pa˥,语音替代,train,1,[],[VARIANT] Jb,[IPA] dʒˌeɪbˈiː,[VARIANT] Jb [IPA] dʒˌeɪbˈiː
codedlang:39:01,Crowd-AI-Lab/CodedLang,39,灰常,灰常,灰常,hui1 chang2,xuei˥ ʈʂʰɑŋ˧˥,generated_mandarin_tonal,非常,fei1 chang2,fei˥ ʈʂʰɑŋ˧˥,非词汇同音词,train,10,"[""codedlang:51:01"", ""codedlang:128:01"", ""codedlang:278:01"", ""codedlang:392:01"", ""codedlang:451:01"", ""codedlang:461:01"", ""codedlang:487:01"", ""codedlang:496:01"", ""codedlang:860:01""]",[VARIANT] 灰常,[IPA] xuei˥ ʈʂʰɑŋ˧˥,[VARIANT] 灰常 [IPA] xuei˥ ʈʂʰɑŋ˧˥
codedlang:41:01,Crowd-AI-Lab/CodedLang,41,ㄔ,ㄔ,ㄔ,ㄔ,tʂʰ,official_codedlang,吃,chi1,ʈʂʰɻ̩˥,语音替代,train,9,"[""codedlang:166:01"", ""codedlang:177:01"", ""codedlang:265:01"", ""codedlang:304:01"", ""codedlang:329:01"", ""codedlang:426:01"", ""codedlang:535:01"", ""codedlang:536:01""]",[VARIANT] ㄔ,[IPA] tʂʰ,[VARIANT] ㄔ [IPA] tʂʰ
codedlang:44:01,Crowd-AI-Lab/CodedLang,44,特么,特么,特么,te4 me,tʰɤ˥˩ mɤ,generated_mandarin_tonal,他妈,ta1 ma1,tʰa˥ ma˥,非词汇同音词,train,56,"[""codedlang:55:01"", ""codedlang:65:01"", ""codedlang:68:01"", ""codedlang:76:01"", ""codedlang:85:01"", ""codedlang:86:01"", ""codedlang:88:01"", ""codedlang:92:01"", ""codedlang:103:01"", ""codedlang:105:01"", ""codedlang:111:01"", ""codedlang:114:01"", ""codedlang:133:01"", ""codedlang:135:01"", ""codedlang:138:01"", ""codedlang:147:02"", ""codedlang:149:01"", ""codedlang:156:01"", ""codedlang:160:01"", ""codedlang:167:01"", ""codedlang:170:01"", ""codedlang:190:01"", ""codedlang:194:01"", ""codedlang:209:01"", ""codedlang:225:01"", ""codedlang:234:01"", ""codedlang:236:01"", ""codedlang:248:01"", ""codedlang:291:01"", ""codedlang:299:01"", ""codedlang:308:01"", ""codedlang:315:01"", ""codedlang:316:01"", ""codedlang:322:01"", ""codedlang:331:01"", ""codedlang:332:01"", ""codedlang:336:01"", ""codedlang:338:01"", ""codedlang:341:01"", ""codedlang:348:01"", ""codedlang:352:02"", ""codedlang:363:01"", ""codedlang:373:01"", ""codedlang:395:01"", ""codedlang:403:01"", ""codedlang:415:01"", ""codedlang:422:01"", ""codedlang:428:01"", ""codedlang:430:01"", ""codedlang:434:01"", ""codedlang:445:01"", ""codedlang:464:01"", ""codedlang:472:01"", ""codedlang:491:01"", ""codedlang:523:01""]",[VARIANT] 特么,[IPA] tʰɤ˥˩ mɤ,[VARIANT] 特么 [IPA] tʰɤ˥˩ mɤ
codedlang:44:02,Crowd-AI-Lab/CodedLang,44,chǒu,chǒu,chǒu,ch ǒ u,ʈ͡ʂʰòʊ̯,official_codedlang,丑,chou3,ʈʂʰoʊ˨˩˦,语音替代,train,1,[],[VARIANT] chǒu,[IPA] ʈ͡ʂʰòʊ̯,[VARIANT] chǒu [IPA] ʈ͡ʂʰòʊ̯
codedlang:45:01,Crowd-AI-Lab/CodedLang,45,桑心,桑心,桑心,sang1 xin1,sɑŋ˥ ɕin˥,generated_mandarin_tonal,伤心,shang1 xin1,ʂɑŋ˥ ɕin˥,非词汇同音词,train,2,["codedlang:136:01"],[VARIANT] 桑心,[IPA] sɑŋ˥ ɕin˥,[VARIANT] 桑心 [IPA] sɑŋ˥ ɕin˥
codedlang:47:01,Crowd-AI-Lab/CodedLang,47,盆友,盆友,盆友,pen2 you3,pʰən˧˥ joʊ˨˩˦,generated_mandarin_tonal,朋友,peng2 you3,pʰɤŋ˧˥ joʊ˨˩˦,非词汇同音词,train,17,"[""codedlang:58:01"", ""codedlang:63:01"", ""codedlang:66:01"", ""codedlang:80:01"", ""codedlang:152:01"", ""codedlang:154:01"", ""codedlang:172:01"", ""codedlang:229:01"", ""codedlang:247:01"", ""codedlang:251:01"", ""codedlang:344:01"", ""codedlang:355:01"", ""codedlang:388:01"", ""codedlang:448:01"", ""codedlang:497:01"", ""codedlang:522:01""]",[VARIANT] 盆友,[IPA] pʰən˧˥ joʊ˨˩˦,[VARIANT] 盆友 [IPA] pʰən˧˥ joʊ˨˩˦
