序号,id,原始变种文本,还原答案,CoreHit命中,variant_mapping,语音映射片段含字母,语义片段映射,完整上下文映射,macro_category,category,reasoning,语义片段映射含英文字母,字母片段一声调映射,语义片段映射（字母归一化）
231,biz_0312#1,但是又不敢说所以用跳🥚 右位慢慢把跳🥚开到最大,但是又不敢说所以用跳蛋 右位慢慢把跳蛋开到最大,是,🥚 -> 蛋,否,跳🥚 -> 跳蛋,但是又不敢说所以用跳🥚 右位慢慢把跳🥚开到最大 -> 但是又不敢说所以用跳蛋 右位慢慢把跳蛋开到最大,其他,表情符号替换,表情符号“🥚”代替了汉字“蛋”，属于表情符号替换。,否,,跳🥚 -> 跳蛋
232,biz_0324#1,那么🛏️上就会很糟糕,那么床上就会很糟糕,是,🛏️ -> 床,否,🛏️上 -> 床上,那么🛏️上就会很糟糕 -> 那么床上就会很糟糕,其他,表情符号替换,使用床铺表情符号🛏️代替文字“床”，属于表情符号替换。,否,,🛏️上 -> 床上
233,biz_0336#1,刺)插进右位的JuHua，把右位插满，然后用右位流出的水,刺)插进右位的菊花，把右位插满，然后用右位流出的水,是,JuHua -> 菊花,是,JuHua -> 菊花,刺)插进右位的JuHua，把右位插满，然后用右位流出的水 -> 刺)插进右位的菊花，把右位插满，然后用右位流出的水,拟音,语音符号替代,变体“JuHua”是拼音，发音与“菊花”相同，根据发音替代汉字，属于语音符号替代。,,,JuHua -> 菊花
234,biz_0340#1,有点ooc，但满足我的xp，有了踢踢我,有点ooc，但满足我的性癖，有了踢踢我,是,xp -> 性癖,是,xp -> 性癖,有点ooc，但满足我的xp，有了踢踢我 -> 有点ooc，但满足我的性癖，有了踢踢我,其他,缩写,“xp”是“性癖”的拼音首字母缩写，发音上无关，属于其他大类下的缩写子类。,是,xp -> xi po,xi po -> 性癖
235,biz_0343#1,这时拿出毛巾就会sj，不拿出只会越来越胀,这时拿出毛巾就会射精，不拿出只会越来越胀,是,sj -> 射精,是,sj -> 射精,这时拿出毛巾就会sj，不拿出只会越来越胀 -> 这时拿出毛巾就会射精，不拿出只会越来越胀,其他,缩写,sj'是'射精'的拼音首字母缩写，发音无关，属于其他大类下的缩写。,是,sj -> si ji,si ji -> 射精
236,biz_0332#1,左1️⃣右0️⃣,左攻右受,是,1️⃣ -> 攻；0️⃣ -> 受,否,左1️⃣右0️⃣ -> 左攻右受,左1️⃣右0️⃣ -> 左攻右受,其他,缩写,数字符号1和0分别代表攻和受，发音无关，属于约定俗成的缩写。,否,,左1️⃣右0️⃣ -> 左攻右受
237,biz_0334#1,右的肚子已经被填的gu起来了，左就会好奇,右的肚子已经被填的鼓起来了，左就会好奇,是,gu -> 鼓,是,gu起来了 -> 鼓起来了,右的肚子已经被填的gu起来了，左就会好奇 -> 右的肚子已经被填的鼓起来了，左就会好奇,拟音,语音符号替代,变体“gu”是拼音符号，根据发音代替标准汉字“鼓”，属于语音符号替代。,,,gu起来了 -> 鼓起来了
238,biz_0351#1,28分钟的视频在干嘛好难猜啊应该不是在做手工吧,28分钟的视频在干嘛好难猜啊应该不是在做爱吧,是,手工 -> 爱,否,做手工 -> 做爱,28分钟的视频在干嘛好难猜啊应该不是在做手工吧 -> 28分钟的视频在干嘛好难猜啊应该不是在做爱吧,其他,缩写,“手工”作为“做爱”的隐语，属于互联网黑话的缩写形式。,否,,做手工 -> 做爱
239,biz_0341#1,大概就是蛇有两根，jp时母蛇如果愿意的话会抬起尾巴打开泄殖腔,大概就是蛇有两根，交配时母蛇如果愿意的话会抬起尾巴打开泄殖腔,是,jp -> 交配,是,jp时 -> 交配时,大概就是蛇有两根，jp时母蛇如果愿意的话会抬起尾巴打开泄殖腔 -> 大概就是蛇有两根，交配时母蛇如果愿意的话会抬起尾巴打开泄殖腔,其他,缩写,jp是交配的拼音首字母缩写，发音上无关，属于缩写类。,是,jp -> ji po,ji po时 -> 交配时
240,biz_0377#1,右吃痛大声叫了起来⛲出了许多水,右吃痛大声叫了起来喷出了许多水,是,⛲ -> 喷,否,⛲出了 -> 喷出了,右吃痛大声叫了起来⛲出了许多水 -> 右吃痛大声叫了起来喷出了许多水,其他,表情符号替换,使用表情符号⛲代替汉字“喷”，属于表情符号替换。,否,,⛲出了 -> 喷出了
241,biz_0378#1,你从女人体内出生，喝女人🥛长大,你从女人体内出生，喝女人奶长大,是,🥛 -> 奶,否,喝女人🥛 -> 喝女人奶,你从女人体内出生，喝女人🥛长大 -> 你从女人体内出生，喝女人奶长大,其他,表情符号替换,变体使用表情符号🥛代替文字“奶”，属于表情符号替换。,否,,喝女人🥛 -> 喝女人奶
242,biz_0238#1,但是随着d徒弟的一个shen丁页，师尊就受不了了,但是随着d徒弟的一个深顶，师尊就受不了了,否,shen丁页 -> 深顶,是,shen丁页 -> 深顶,但是随着d徒弟的一个shen丁页，师尊就受不了了 -> 但是随着d徒弟的一个深顶，师尊就受不了了,其他,缩写,变体通过拼音“shen”和拆字“丁页”组合编码，整体发音与“深顶”无关，属于符号编码的缩写形式。,是,,shen丁页 -> 深顶
243,biz_0380#1,来的时候…在楼下便利店买盒☂️,来的时候…在楼下便利店买盒避孕套,否,☂️ -> 避孕套,否,买盒☂️ -> 买盒避孕套,来的时候…在楼下便利店买盒☂️ -> 来的时候…在楼下便利店买盒避孕套,其他,表情符号替换,使用☂️（伞）表情符号代替避孕套，传达与字面语义不同的编码含义，属于表情符号替换。,否,,买盒☂️ -> 买盒避孕套
244,biz_0374#1,我先炒点 哥先把妹的眼睛蒙上然后把水果塞进妹🖊️里,我先操点 哥先把妹的眼睛蒙上然后把水果塞进妹逼里,是,炒 -> 操,否,炒点 -> 操点,我先炒点 哥先把妹的眼睛蒙上然后把水果塞进妹🖊️里 -> 我先操点 哥先把妹的眼睛蒙上然后把水果塞进妹逼里,拟音,歧义同音词,“炒点”表面是有效表达（理解为炒菜），但通过同音替换为“操点”，属于歧义同音词。,否,,炒点 -> 操点
245,biz_0348#1,屏幕正对着右，左直接tiao到最大,屏幕正对着右，左直接调到最大,是,tiao -> 调,是,tiao到最大 -> 调到最大,屏幕正对着右，左直接tiao到最大 -> 屏幕正对着右，左直接调到最大,拟音,语音符号替代,使用拼音“tiao”代替汉字“调”，属于语音符号替代。,,,tiao到最大 -> 调到最大
246,biz_0381#1,就开始大🌿大办,就开始大操大办,是,🌿 -> 操,否,大🌿大办 -> 大操大办,就开始大🌿大办 -> 就开始大操大办,其他,表情符号替换,🌿是表情符号，代替了“操”字，利用“草”与“操”同音，但以表情符号形式呈现，属于表情符号替换。,否,,大🌿大办 -> 大操大办
247,biz_0393#1,然后这个弟弟是双性，逼他用女生的地方niao,然后这个弟弟是双性，逼他用女生的地方尿,是,niao -> 尿,是,niao -> 尿,然后这个弟弟是双性，逼他用女生的地方niao -> 然后这个弟弟是双性，逼他用女生的地方尿,拟音,语音符号替代,使用拼音“niao”代替汉字“尿”，属于语音符号替代。,,,niao -> 尿
248,biz_0389#1,此男腿不是断过吗。不能qicheng只能压着。,此男腿不是断过吗。不能骑乘只能压着。,是,qicheng -> 骑乘,是,qicheng -> 骑乘,此男腿不是断过吗。不能qicheng只能压着。 -> 此男腿不是断过吗。不能骑乘只能压着。,拟音,语音符号替代,变体“qicheng”是标准词“骑乘”的拼音，属于用拼音符号根据发音替代汉字的语音符号替代。,,,qicheng -> 骑乘
249,biz_0288#1,回过神归来就已经y的不行 然后拉开被子更意外是妹还用了小玩具,回过神归来就已经硬的不行 然后拉开被子更意外是妹还用了小玩具,否,y -> 硬,是,y的不行 -> 硬的不行,回过神归来就已经y的不行 然后拉开被子更意外是妹还用了小玩具 -> 回过神归来就已经硬的不行 然后拉开被子更意外是妹还用了小玩具,其他,缩写,变体使用拼音首字母'y'代替汉字'硬'，发音不相近，属于缩写。,是,y -> yi,yi的不行 -> 硬的不行
250,biz_0392#1,右位被左位当笔筒放置，c了10支毛笔，向仆人展示,右位被左位当笔筒放置，插了10支毛笔，向仆人展示,是,c -> 插,是,c了10支毛笔 -> 插了10支毛笔,右位被左位当笔筒放置，c了10支毛笔，向仆人展示 -> 右位被左位当笔筒放置，插了10支毛笔，向仆人展示,其他,缩写,使用拼音首字母“c”代替“插”，发音不相似，属于缩写，并非拟音。,是,c -> ci,ci了10支毛笔 -> 插了10支毛笔
251,biz_0385#1,妹好不容易18了 第一件事就是找哥帮忙测8+1量,妹好不容易18了 第一件事就是找哥帮忙测酒量,是,8+1 -> 酒,否,测8+1量 -> 测酒量,妹好不容易18了 第一件事就是找哥帮忙测8+1量 -> 妹好不容易18了 第一件事就是找哥帮忙测酒量,语义,语音符号替代,使用数字和符号'8+1'通过计算得到'9'，谐音'酒'，属于语音符号替代。,否,,测8+1量 -> 测酒量
252,biz_0289#1,跌跌撞撞回家后 发现左穿着QQ衣服躺在自己床上,跌跌撞撞回家后 发现左穿着情趣衣服躺在自己床上,是,QQ -> 情趣,是,QQ衣服 -> 情趣衣服,跌跌撞撞回家后 发现左穿着QQ衣服躺在自己床上 -> 跌跌撞撞回家后 发现左穿着情趣衣服躺在自己床上,其他,缩写,变体QQ是情趣（qing qu）的拼音首字母缩写，发音无关，符合缩写子类定义。,是,QQ -> qi qi,qi qi衣服 -> 情趣衣服
253,biz_0290#1,连下面的碎花小n都露出来了,连下面的碎花小内裤都露出来了,是,n -> 内裤,是,碎花小n -> 碎花小内裤,连下面的碎花小n都露出来了 -> 连下面的碎花小内裤都露出来了,其他,缩写,使用拼音首字母“n”代替“内裤”，发音不直接对应，属于缩写。,是,n -> ne,碎花小ne -> 碎花小内裤
254,biz_0387#1,我以为左0右1呢，看完发现吃反了,我以为左攻右受呢，看完发现吃反了,否,0 -> 攻；1 -> 受,否,左0右1 -> 左攻右受,我以为左0右1呢，看完发现吃反了 -> 我以为左攻右受呢，看完发现吃反了,其他,缩写,使用数字0和1代表攻受，发音无关，属于缩写类。,否,,左0右1 -> 左攻右受
255,biz_0360#1,原来1直在往0❄塞小🍅，用手给他掏烂,原来一直在往0穴塞小番茄，用手给他掏烂,否,1->一,否,1直 -> 一直,原来1直在往0❄塞小🍅，用手给他掏烂 -> 原来一直在往0穴塞小番茄，用手给他掏烂,拟音,语音符号替代,数字1与汉字一同音，使用数字符号替代，属于语音符号替代。,否,,1直 -> 一直
256,biz_0394#1,说完就把妹妹压在镜子前，对镜do,说完就把妹妹压在镜子前，对镜做爱,否,do -> 做爱,是,对镜do -> 对镜做爱,说完就把妹妹压在镜子前，对镜do -> 说完就把妹妹压在镜子前，对镜做爱,其他,缩写,do是英文单词，在此代表'做爱'，发音上无关，属于使用罗马字母的缩写代码。,是,,对镜do -> 对镜做爱
257,biz_0353#1,silk有没有真空妹宝 求,丝袜有没有真空妹宝 求,否,silk -> 丝袜,是,silk -> 丝袜,silk有没有真空妹宝 求 -> 丝袜有没有真空妹宝 求,其他,缩写,silk是英文单词，作为丝袜(silk stockings)的缩写，发音无关，属于缩写类。,是,,silk -> 丝袜
258,biz_0422#1,裤子和床单还shi着就能水煎了,裤子和床单还湿着就能睡奸了,否,shi -> 湿；水煎 -> 睡奸,是,还shi着 -> 还湿着；水煎 -> 睡奸,裤子和床单还shi着就能水煎了 -> 裤子和床单还湿着就能睡奸了,拟音,歧义同音词,变种文本中“水煎”为有效词汇，通过同音替换编码“睡奸”，属于歧义同音词；“shi”为拼音符号替代，但整体主要手法为歧义同音词。,,,还shi着 -> 还湿着；水煎 -> 睡奸
259,biz_0416#1,小左 被口及的舒服了直接开始大fa特fa,小左 被吸的舒服了直接开始大fuck特fuck,否,口及 -> 吸；fa -> fuck,是,被口及 -> 被吸；大fa特fa -> 大fuck特fuck,小左 被口及的舒服了直接开始大fa特fa -> 小左 被吸的舒服了直接开始大fuck特fuck,其他,缩写,变体'口及'为'吸'的拆字，通过视觉拆分编码，发音无关，属于其他类缩写；'fa'为'fuck'的拟音，但整体以拆字为主，故归为缩写。,是,,被口及 -> 被吸；大fa特fa -> 大fuck特fuck
260,biz_0320#1,我也是昨天刚梦到被一个没有见过的短发帅t法了,我也是昨天刚梦到被一个没有见过的短发帅t做了,否,法 -> 做,否,法了 -> fuck了,我也是昨天刚梦到被一个没有见过的短发帅t法了 -> 我也是昨天刚梦到被一个没有见过的短发帅t做了,拟音,跨语言语音编码（含方言，可称非普通话音近）,变体“法”为英语“fuck”的谐音，还原为“做”，属于外语发音的跨语言语音编码。,,,法了 -> fuck了
261,biz_0450#1,哥半夜醒了觉得老幸福了又趁着妹睡着又丁页了几下,哥半夜醒了觉得老幸福了又趁着妹睡着又顶了几下,是,丁页 -> 顶,否,丁页了几下 -> 顶了几下,哥半夜醒了觉得老幸福了又趁着妹睡着又丁页了几下 -> 哥半夜醒了觉得老幸福了又趁着妹睡着又顶了几下,其他,缩写,变体‘丁页’是原字‘顶’的拆字，不属于拟音，可视作一种特殊的缩写形式。,否,,丁页了几下 -> 顶了几下
262,biz_0390#1,所以三言两语就能给他哄上chang，然后此男因为有腿伤,所以三言两语就能给他哄上床，然后此男因为有腿伤,是,chang -> 床,是,上chang -> 上床,所以三言两语就能给他哄上chang，然后此男因为有腿伤 -> 所以三言两语就能给他哄上床，然后此男因为有腿伤,拟音,语音符号替代,使用拼音“chang”代替汉字“床”，属于根据发音替代标准汉字的语音符号替代。,,,上chang -> 上床
263,biz_0415#1,B这种高攻低防有一点点贱的性格真的很适合阿美,B这种高攻击低防御有一点点贱的性格真的很适合阿美（美国）,否,高攻 -> 高攻击，低防 -> 低防御，阿美 -> 美国,否,高攻 -> 高攻击；低防 -> 低防御；阿美 -> 美国,B这种高攻低防有一点点贱的性格真的很适合阿美 -> B这种高攻击低防御有一点点贱的性格真的很适合阿美（美国）,其他,缩写,变体通过省略汉字形成缩写，发音不相关，属于其他类中的缩写。,否,,高攻 -> 高攻击；低防 -> 低防御；阿美 -> 美国
264,biz_0414#1,左位每次想法她时（一般都是石油人😋）都会以各种理由让她来办公室,左位每次想fuck她时（一般都是石油人😋）都会以各种理由让她来办公室,否,法 -> fuck,是,想法她 -> 想fuck她,左位每次想法她时（一般都是石油人😋）都会以各种理由让她来办公室 -> 左位每次想fuck她时（一般都是石油人😋）都会以各种理由让她来办公室,拟音,跨语言语音编码（含方言，可称非普通话音近）,用汉字“法”的发音近似模拟英文“fuck”的读音，属于跨语言语音编码。,,,想法她 -> 想fuck她
265,biz_0291#1,我特别喜欢这个老师的乙代向,我特别喜欢这个老师的乙女代入向,否,乙代向 -> 乙女代入向,否,乙代向 -> 乙女代入向,我特别喜欢这个老师的乙代向 -> 我特别喜欢这个老师的乙女代入向,其他,缩写,变体“乙代向”是“乙女代入向”的缩写，通过提取首尾字形成，发音不相关，属于视觉符号类缩写。,否,,乙代向 -> 乙女代入向
