fragment_id,source_row_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,canonical_ipa,canonical_ipa_candidate,canonical_needs_manual_review,canonical_manual_review_reasons,ipa,ipa_candidate,needs_manual_review,manual_review_reasons,normalization_rules,macro_category,category,original_variant_text,original_canonical_text
biz_0575#1:01,biz_0575#1,➗超多,➗超多,➗超多,➗ chao1 duo1,出超多,出超多,chu1 chao1 duo1,ʈʂʰu˥ ʈʂʰɑʊ˥ tuɔ˥,ʈʂʰu˥ ʈʂʰɑʊ˥ tuɔ˥,否,,,ʈʂʰɑʊ˥ tuɔ˥,是,unresolved_symbol_or_digit,[],拟音,语音符号替代,➗超多 看到下辈子,出超多 看到下辈子
biz_0445#1:01,biz_0445#1,亲亲,亲亲,亲亲,qin1 qin1,ちんちん,ちんちん,ち ん ち ん,,,是,unresolved_symbol_or_digit; unresolved_symbol_or_digit; unresolved_symbol_or_digit; unresolved_symbol_or_digit,tɕʰin˥ tɕʰin˥,tɕʰin˥ tɕʰin˥,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,妹问哥要亲亲的时候会说“亲亲”但是这两个字和日语的ちんちん发音很像,妹问哥要亲亲的时候会说“亲亲”但是这两个字和日语的ちんちん发音很像
biz_0366#1:01,biz_0366#1,妹的扔,妹的扔,妹的扔,mei4 de reng1,妹的奶,妹的奶,mei4 de nai3,mei˥˩ tɤ nai˨˩˦,mei˥˩ tɤ nai˨˩˦,否,,mei˥˩ tɤ ɻɤŋ˥,mei˥˩ tɤ ɻɤŋ˥,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,低头咬住妹的扔（妹身体特殊会产汝）,低头咬住妹的奶（妹身体特殊会产乳）
biz_0366#1:02,biz_0366#1,产汝,产汝,产汝,chan3 ru3,产乳,产乳,chan3 ru3,ʈʂʰan˨˩˦ ɻu˨˩˦,ʈʂʰan˨˩˦ ɻu˨˩˦,否,,ʈʂʰan˨˩˦ ɻu˨˩˦,ʈʂʰan˨˩˦ ɻu˨˩˦,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,低头咬住妹的扔（妹身体特殊会产汝）,低头咬住妹的奶（妹身体特殊会产乳）
biz_0368#1:01,biz_0368#1,抢了,抢了,抢了,qiang3 le,强了,强了,qiang2 le,tɕʰiɑŋ˧˥ lɤ,tɕʰiɑŋ˧˥ lɤ,否,,tɕʰiɑŋ˨˩˦ lɤ,tɕʰiɑŋ˨˩˦ lɤ,否,,[],拟音,歧义同音词,在家抢了。妹没认出伪装得好的叔,在家强（奸）了。妹没认出伪装得好的叔
toxicloakcn_homophone_keyword_001165#1:01,toxicloakcn_homophone_keyword_001165#1,募购,募购,募购,mu4 gou4,母狗,母狗,mu3 gou3,mu˨˩˦ koʊ˨˩˦,mu˨˩˦ koʊ˨˩˦,否,,mu˥˩ koʊ˥˩,mu˥˩ koʊ˥˩,否,,[],拟音,歧义同音词,一群募购什么事做不出来,一群母狗什么事做不出来
toxicloakcn_homophone_keyword_002327#1:01,toxicloakcn_homophone_keyword_002327#1,难桶性恋者,难桶性恋者,难桶性恋者,nan2 tong3 xing4 lian4 zhe3,男同性恋者,男同性恋者,nan2 tong2 xing4 lian4 zhe3,nan˧˥ tʰʊŋ˧˥ ɕiŋ˥˩ liɛn˥˩ ʈʂɤ˨˩˦,nan˧˥ tʰʊŋ˧˥ ɕiŋ˥˩ liɛn˥˩ ʈʂɤ˨˩˦,否,,nan˧˥ tʰʊŋ˨˩˦ ɕiŋ˥˩ liɛn˥˩ ʈʂɤ˨˩˦,nan˧˥ tʰʊŋ˨˩˦ ɕiŋ˥˩ liɛn˥˩ ʈʂɤ˨˩˦,否,,[],拟音,非词汇同音词,一些难桶性恋者会说出一些符合女性特质的话语，比如“我的β很胀很痒。”“给本宫请安。”“叫我大姐。”“妹妹你来啦。”“塑料姐妹花”。语义空间上，很多难桶性恋者可能认为“姐妹相称”或使用一些“女性专属”的语料可能是风趣幽末，或者开玩笑，但其中有一部分却可能是真实存在“性别焦虑”问题者。而对于一部分难桶性恋者来说，使用女性化的语料，更“母”的语言与行为会让他们感觉在社交中更为舒适。在主观上与他人眼中，这有意或无意地更加模糊了“难桶性恋”中的0角色与“跨性别者”“性别焦虑者”的界限。,一些男同性恋者会说出一些符合女性特质的话语，比如“我的β很胀很痒。”“给本宫请安。”“叫我大姐。”“妹妹你来啦。”“塑料姐妹花”。语义空间上，很多男同性恋者可能认为“姐妹相称”或使用一些“女性专属”的语料可能是风趣幽默，或者开玩笑，但其中有一部分却可能是真实存在“性别焦虑”问题者。而对于一部分男同性恋者来说，使用女性化的语料，更“母”的语言与行为会让他们感觉在社交中更为舒适。在主观上与他人眼中，这有意或无意地更加模糊了“男同性恋”中的0角色与“跨性别者”“性别焦虑者”的界限。
toxicloakcn_homophone_keyword_002327#1:02,toxicloakcn_homophone_keyword_002327#1,幽末,幽末,幽末,you1 mo4,幽默,幽默,you1 mo4,joʊ˥ muɔ˥˩,joʊ˥ muɔ˥˩,否,,joʊ˥ muɔ˥˩,joʊ˥ muɔ˥˩,否,,[],拟音,非词汇同音词,一些难桶性恋者会说出一些符合女性特质的话语，比如“我的β很胀很痒。”“给本宫请安。”“叫我大姐。”“妹妹你来啦。”“塑料姐妹花”。语义空间上，很多难桶性恋者可能认为“姐妹相称”或使用一些“女性专属”的语料可能是风趣幽末，或者开玩笑，但其中有一部分却可能是真实存在“性别焦虑”问题者。而对于一部分难桶性恋者来说，使用女性化的语料，更“母”的语言与行为会让他们感觉在社交中更为舒适。在主观上与他人眼中，这有意或无意地更加模糊了“难桶性恋”中的0角色与“跨性别者”“性别焦虑者”的界限。,一些男同性恋者会说出一些符合女性特质的话语，比如“我的β很胀很痒。”“给本宫请安。”“叫我大姐。”“妹妹你来啦。”“塑料姐妹花”。语义空间上，很多男同性恋者可能认为“姐妹相称”或使用一些“女性专属”的语料可能是风趣幽默，或者开玩笑，但其中有一部分却可能是真实存在“性别焦虑”问题者。而对于一部分男同性恋者来说，使用女性化的语料，更“母”的语言与行为会让他们感觉在社交中更为舒适。在主观上与他人眼中，这有意或无意地更加模糊了“男同性恋”中的0角色与“跨性别者”“性别焦虑者”的界限。
toxicloakcn_homophone_keyword_002001#1:01,toxicloakcn_homophone_keyword_002001#1,蝈腩,蝈腩,蝈腩,guo1 nan3,国男,国男,guo2 nan2,kuɔ˧˥ nan˧˥,kuɔ˧˥ nan˧˥,否,,kuɔ˥ nan˨˩˦,kuɔ˥ nan˨˩˦,否,,[],拟音,非词汇同音词,谦虚点，我们蝈腩😆,谦虚点，我们国男😆
toxicloakcn_emoji_keyword_001302#1:01,toxicloakcn_emoji_keyword_001302#1,3️⃣非,3️⃣非,三️⃣非,san1 ️ ⃣ fei1,三非,三非,san1 fei1,san˥ fei˥,san˥ fei˥,否,,,san˥ fei˥,是,unresolved_symbol_or_digit; unresolved_symbol_or_digit,"[{""surface"": ""3"", ""text"": ""三""}]",拟音,语音符号替代,个人觉得蝴蝶姬的老公有问题，要么是3️⃣非，要么是搞非法买卖的，从她的行为非常可疑。,个人觉得蝴蝶姬的老公有问题，要么是三非，要么是搞非法买卖的，从她的行为非常可疑。
toxicloakcn_homophone_keyword_002353#1:01,toxicloakcn_homophone_keyword_002353#1,一穆三分地,一穆三分地,一穆三分地,yi1 mu4 san1 fen1 di4,一亩三分地,一亩三分地,yi1 mu3 san1 fen1 di4,i˥ mu˨˩˦ san˥ fən˥ ti˥˩,i˥ mu˨˩˦ san˥ fən˥ ti˥˩,否,,i˥ mu˥˩ san˥ fən˥ ti˥˩,i˥ mu˥˩ san˥ fən˥ ti˥˩,否,,[],拟音,非词汇同音词,拿出这种言论，我感觉你的世界观只能覆盖自己眼前的一穆三分地。同样，这样的观念并没有错，只是狭隘而已。其次，喜欢只是一种感受不是一种权利，能和喜欢的人生活在阳光下才是权利；最后，你提到的反感也不是一种自由，而是有限的眼界里，表现出的无知与傲慢。,拿出这种言论，我感觉你的世界观只能覆盖自己眼前的一亩三分地。同样，这样的观念并没有错，只是狭隘而已。其次，喜欢只是一种感受不是一种权利，能和喜欢的人生活在阳光下才是权利；最后，你提到的反感也不是一种自由，而是有限的眼界里，表现出的无知与傲慢。
toxicloakcn_homophone_keyword_001196#1:01,toxicloakcn_homophone_keyword_001196#1,贵亩,贵亩,贵亩,gui4 mu3,鬼母,鬼母,gui3 mu3,kuei˨˩˦ mu˨˩˦,kuei˨˩˦ mu˨˩˦,否,,kuei˥˩ mu˨˩˦,kuei˥˩ mu˨˩˦,否,,[],拟音,非词汇同音词,兄弟，辛苦了，现在喷吧基本被拿下来了，就贵亩跟几个还在狗延残喘，好好休息，明天再战,兄弟，辛苦了，现在喷吧基本被拿下来了，就鬼母跟几个还在苟延残喘，好好休息，明天再战
toxicloakcn_homophone_keyword_001196#1:02,toxicloakcn_homophone_keyword_001196#1,狗延残喘,狗延残喘,狗延残喘,gou3 yan2 can2 chuan3,苟延残喘,苟延残喘,gou3 yan2 can2 chuan3,koʊ˨˩˦ jɛn˧˥ tsʰan˧˥ ʈʂʰuan˨˩˦,koʊ˨˩˦ jɛn˧˥ tsʰan˧˥ ʈʂʰuan˨˩˦,否,,koʊ˨˩˦ jɛn˧˥ tsʰan˧˥ ʈʂʰuan˨˩˦,koʊ˨˩˦ jɛn˧˥ tsʰan˧˥ ʈʂʰuan˨˩˦,否,,[],拟音,非词汇同音词,兄弟，辛苦了，现在喷吧基本被拿下来了，就贵亩跟几个还在狗延残喘，好好休息，明天再战,兄弟，辛苦了，现在喷吧基本被拿下来了，就鬼母跟几个还在苟延残喘，好好休息，明天再战
toxicloakcn_homophone_keyword_000298#1:01,toxicloakcn_homophone_keyword_000298#1,黑部牛球的,黑部牛球的,黑部牛球的,hei1 bu4 niu2 qiu2 de,黑不溜秋的,黑不溜秋的,hei1 bu4 liu1 qiu1 de,xei˥ pu˥˩ liou˥ tɕʰiou˥ tɤ,xei˥ pu˥˩ liou˥ tɕʰiou˥ tɤ,否,,xei˥ pu˥˩ niou˧˥ tɕʰiou˧˥ tɤ,xei˥ pu˥˩ niou˧˥ tɕʰiou˧˥ tɤ,否,,[],拟音,非词汇同音词,起码自私 中国上到公务员 下到服务员 到要求五官端正 形象气质佳 黑部牛球的除了进工厂 连工作都找不到 如果是黑人土豪还情有可元,起码自私 中国上到公务员 下到服务员 到要求五官端正 形象气质佳 黑不溜秋的除了进工厂 连工作都找不到 如果是黑人土豪还情有可原
toxicloakcn_homophone_keyword_000298#1:02,toxicloakcn_homophone_keyword_000298#1,情有可元,情有可元,情有可元,qing2 you3 ke3 yuan2,情有可原,情有可原,qing2 you3 ke3 yuan2,tɕʰiŋ˧˥ joʊ˨˩˦ kʰɤ˨˩˦ yɛn˧˥,tɕʰiŋ˧˥ joʊ˨˩˦ kʰɤ˨˩˦ yɛn˧˥,否,,tɕʰiŋ˧˥ joʊ˨˩˦ kʰɤ˨˩˦ yɛn˧˥,tɕʰiŋ˧˥ joʊ˨˩˦ kʰɤ˨˩˦ yɛn˧˥,否,,[],拟音,非词汇同音词,起码自私 中国上到公务员 下到服务员 到要求五官端正 形象气质佳 黑部牛球的除了进工厂 连工作都找不到 如果是黑人土豪还情有可元,起码自私 中国上到公务员 下到服务员 到要求五官端正 形象气质佳 黑不溜秋的除了进工厂 连工作都找不到 如果是黑人土豪还情有可原
toxicloakcn_homophone_keyword_001782#1:01,toxicloakcn_homophone_keyword_001782#1,冲雷,冲雷,冲雷,chong1 lei2,虫类,虫类,chong2 lei4,ʈʂʰʊŋ˧˥ lei˥˩,ʈʂʰʊŋ˧˥ lei˥˩,否,,ʈʂʰʊŋ˥ lei˧˥,ʈʂʰʊŋ˥ lei˧˥,否,,[],拟音,非词汇同音词,楼主你恐怕不知道冲雷及其后代从荤是拉美人外全球第二大贩毒和运毒和磕药的大户,楼主你恐怕不知道虫类及其后代虫混是拉美人外全球第二大贩毒和运毒和磕药的大户
toxicloakcn_homophone_keyword_001782#1:02,toxicloakcn_homophone_keyword_001782#1,从荤,从荤,从荤,cong2 hun1,虫混,虫混,chong2 hun4,ʈʂʰʊŋ˧˥ xuən˥˩,ʈʂʰʊŋ˧˥ xuən˥˩,否,,tsʰʊŋ˧˥ xuən˥,tsʰʊŋ˧˥ xuən˥,否,,[],拟音,非词汇同音词,楼主你恐怕不知道冲雷及其后代从荤是拉美人外全球第二大贩毒和运毒和磕药的大户,楼主你恐怕不知道虫类及其后代虫混是拉美人外全球第二大贩毒和运毒和磕药的大户
biz_0152#1:01,biz_0152#1,被法时,被法时,被法时,bei4 fa3 shi2,被fuck时,被fuck时,bei4 fuck shi2,pei˥˩ fˈʌk ʂɻ̩˧˥,pei˥˩ fˈʌk ʂɻ̩˧˥,否,,pei˥˩ fa˨˩˦ ʂɻ̩˧˥,pei˥˩ fa˨˩˦ ʂɻ̩˧˥,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,此女怪好嬷的，被法时可能很快就会哭出来吧,此女怪好嬷的，被fuck时可能很快就会哭出来吧
toxicloakcn_homophone_keyword_002673#1:01,toxicloakcn_homophone_keyword_002673#1,冲雷,冲雷,冲雷,chong1 lei2,虫类,虫类,chong2 lei4,ʈʂʰʊŋ˧˥ lei˥˩,ʈʂʰʊŋ˧˥ lei˥˩,否,,ʈʂʰʊŋ˥ lei˧˥,ʈʂʰʊŋ˥ lei˧˥,否,,[],拟音,非词汇同音词,可见苍天有多震怒对全球所有冲雷及其它们后代从荤已惩罚之态及其它们亲儿子和左棍和республиканскоеправительство已惩罚之态！,可见苍天有多震怒对全球所有虫类及其它们后代虫混已惩罚之态及其它们亲儿子和左棍和республиканскоеправительство已惩罚之态！
toxicloakcn_homophone_keyword_002673#1:02,toxicloakcn_homophone_keyword_002673#1,从荤,从荤,从荤,cong2 hun1,虫混,虫混,chong2 hun4,ʈʂʰʊŋ˧˥ xuən˥˩,ʈʂʰʊŋ˧˥ xuən˥˩,否,,tsʰʊŋ˧˥ xuən˥,tsʰʊŋ˧˥ xuən˥,否,,[],拟音,非词汇同音词,可见苍天有多震怒对全球所有冲雷及其它们后代从荤已惩罚之态及其它们亲儿子和左棍和республиканскоеправительство已惩罚之态！,可见苍天有多震怒对全球所有虫类及其它们后代虫混已惩罚之态及其它们亲儿子和左棍和республиканскоеправительство已惩罚之态！
toxicloakcn_homophone_keyword_001161#1:01,toxicloakcn_homophone_keyword_001161#1,女全,女全,女全,nv3 quan2,女拳,女拳,nv3 quan2,ny˨˩˦ tɕʰyɛn˧˥,ny˨˩˦ tɕʰyɛn˧˥,否,,ny˨˩˦ tɕʰyɛn˧˥,ny˨˩˦ tɕʰyɛn˧˥,否,,[],拟音,非词汇同音词,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女全怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些美飞表嫁给这类黑人，有谁会骂她们？可现实是和那些美飞表交往的黑人都是一些懒惰，喜欢犯罪的言垃圾。而且这帮美飞表被甩了以后，还在社交媒体上跪天嗨人，还想拉其他无辜的女生下水。,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女拳怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些媚黑婊嫁给这类黑人，有谁会骂她们？可现实是和那些媚黑婊交往的黑人都是一些懒惰，喜欢犯罪的洋垃圾。而且这帮媚黑婊被甩了以后，还在社交媒体上跪舔黑人，还想拉其他无辜的女生下水。
toxicloakcn_homophone_keyword_001161#1:02,toxicloakcn_homophone_keyword_001161#1,美飞表,美飞表,美飞表,mei3 fei1 biao3,媚黑婊,媚黑婊,mei4 hei1 biao3,mei˥˩ xei˥ piɑʊ˨˩˦,mei˥˩ xei˥ piɑʊ˨˩˦,否,,mei˨˩˦ fei˥ piɑʊ˨˩˦,mei˨˩˦ fei˥ piɑʊ˨˩˦,否,,[],拟音,非词汇同音词,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女全怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些美飞表嫁给这类黑人，有谁会骂她们？可现实是和那些美飞表交往的黑人都是一些懒惰，喜欢犯罪的言垃圾。而且这帮美飞表被甩了以后，还在社交媒体上跪天嗨人，还想拉其他无辜的女生下水。,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女拳怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些媚黑婊嫁给这类黑人，有谁会骂她们？可现实是和那些媚黑婊交往的黑人都是一些懒惰，喜欢犯罪的洋垃圾。而且这帮媚黑婊被甩了以后，还在社交媒体上跪舔黑人，还想拉其他无辜的女生下水。
toxicloakcn_homophone_keyword_001161#1:03,toxicloakcn_homophone_keyword_001161#1,言垃圾,言垃圾,言垃圾,yan2 la1 ji1,洋垃圾,洋垃圾,yang2 la1 ji1,jɑŋ˧˥ la˥ tɕi˥,jɑŋ˧˥ la˥ tɕi˥,否,,jɛn˧˥ la˥ tɕi˥,jɛn˧˥ la˥ tɕi˥,否,,[],拟音,非词汇同音词,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女全怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些美飞表嫁给这类黑人，有谁会骂她们？可现实是和那些美飞表交往的黑人都是一些懒惰，喜欢犯罪的言垃圾。而且这帮美飞表被甩了以后，还在社交媒体上跪天嗨人，还想拉其他无辜的女生下水。,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女拳怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些媚黑婊嫁给这类黑人，有谁会骂她们？可现实是和那些媚黑婊交往的黑人都是一些懒惰，喜欢犯罪的洋垃圾。而且这帮媚黑婊被甩了以后，还在社交媒体上跪舔黑人，还想拉其他无辜的女生下水。
toxicloakcn_homophone_keyword_001161#1:04,toxicloakcn_homophone_keyword_001161#1,跪天嗨人,跪天嗨人,跪天嗨人,gui4 tian1 hai1 ren2,跪舔黑人,跪舔黑人,gui4 tian3 hei1 ren2,kuei˥˩ tʰiɛn˨˩˦ xei˥ ɻən˧˥,kuei˥˩ tʰiɛn˨˩˦ xei˥ ɻən˧˥,否,,kuei˥˩ tʰiɛn˥ xai˥ ɻən˧˥,kuei˥˩ tʰiɛn˥ xai˥ ɻən˧˥,否,,[],拟音,非词汇同音词,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女全怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些美飞表嫁给这类黑人，有谁会骂她们？可现实是和那些美飞表交往的黑人都是一些懒惰，喜欢犯罪的言垃圾。而且这帮美飞表被甩了以后，还在社交媒体上跪天嗨人，还想拉其他无辜的女生下水。,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女拳怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些媚黑婊嫁给这类黑人，有谁会骂她们？可现实是和那些媚黑婊交往的黑人都是一些懒惰，喜欢犯罪的洋垃圾。而且这帮媚黑婊被甩了以后，还在社交媒体上跪舔黑人，还想拉其他无辜的女生下水。
toxicloakcn_homophone_keyword_001006#1:01,toxicloakcn_homophone_keyword_001006#1,天沟,天沟,天沟,tian1 gou1,舔狗,舔狗,tian3 gou3,tʰiɛn˨˩˦ koʊ˨˩˦,tʰiɛn˨˩˦ koʊ˨˩˦,否,,tʰiɛn˥ koʊ˥,tʰiɛn˥ koʊ˥,否,,[],拟音,非词汇同音词,那要知道这些女人男人塑造的，不过是男人怕其他男人变成天沟罢了,那要知道这些女人男人塑造的，不过是男人怕其他男人变成舔狗罢了
toxicloakcn_homophone_keyword_002264#1:01,toxicloakcn_homophone_keyword_002264#1,好一朵百年,好一朵百年,好一朵百年,hao3 yi1 duo3 bai3 nian2,好一朵白莲,好一朵白莲,hao3 yi1 duo3 bai2 lian2,xɑʊ˨˩˦ i˥ tuɔ˨˩˦ pai˧˥ liɛn˧˥,xɑʊ˨˩˦ i˥ tuɔ˨˩˦ pai˧˥ liɛn˧˥,否,,xɑʊ˨˩˦ i˥ tuɔ˨˩˦ pai˨˩˦ niɛn˧˥,xɑʊ˨˩˦ i˥ tuɔ˨˩˦ pai˨˩˦ niɛn˧˥,否,,[],拟音,歧义同音词,开始什么样。最开始的早就被他自己删光了吧好一朵百年,开始什么样。最开始的早就被他自己删光了吧好一朵白莲
toxicloakcn_homophone_keyword_000190#1:01,toxicloakcn_homophone_keyword_000190#1,亩人,亩人,亩人,mu3 ren2,母人,母人,mu3 ren2,mu˨˩˦ ɻən˧˥,mu˨˩˦ ɻən˧˥,否,,mu˨˩˦ ɻən˧˥,mu˨˩˦ ɻən˧˥,否,,[],拟音,非词汇同音词,亩人和理客中一样恶心,母人和理客中一样恶心
toxicloakcn_homophone_keyword_000991#1:01,toxicloakcn_homophone_keyword_000991#1,笑仙女,笑仙女,笑仙女,xiao4 xian1 nv3,小仙女,小仙女,xiao3 xian1 nv3,ɕiɑʊ˨˩˦ ɕiɛn˥ ny˨˩˦,ɕiɑʊ˨˩˦ ɕiɛn˥ ny˨˩˦,否,,ɕiɑʊ˥˩ ɕiɛn˥ ny˨˩˦,ɕiɑʊ˥˩ ɕiɛn˥ ny˨˩˦,否,,[],拟音,歧义同音词,充满了抠脚汉油腻荷尔蒙气息的匿名笑仙女🐶🐶,充满了抠脚汉油腻荷尔蒙气息的匿名小仙女🐶🐶
toxicloakcn_homophone_keyword_001289#1:01,toxicloakcn_homophone_keyword_001289#1,嫁及随及,嫁及随及,嫁及随及,jia4 ji2 sui2 ji2,嫁鸡随鸡,嫁鸡随鸡,jia4 ji1 sui2 ji1,tɕia˥˩ tɕi˥ suei˧˥ tɕi˥,tɕia˥˩ tɕi˥ suei˧˥ tɕi˥,否,,tɕia˥˩ tɕi˧˥ suei˧˥ tɕi˧˥,tɕia˥˩ tɕi˧˥ suei˧˥ tɕi˧˥,否,,[],拟音,歧义同音词,我不歧视这样的女的，只希望他们不要在中国了，嫁及随及，嫁购随购，和黑人去非洲开疆扩土吧！,我不歧视这样的女的，只希望他们不要在中国了，嫁鸡随鸡，嫁狗随狗，和黑人去非洲开疆扩土吧！
toxicloakcn_homophone_keyword_001289#1:02,toxicloakcn_homophone_keyword_001289#1,嫁购随购,嫁购随购,嫁购随购,jia4 gou4 sui2 gou4,嫁狗随狗,嫁狗随狗,jia4 gou3 sui2 gou3,tɕia˥˩ koʊ˨˩˦ suei˧˥ koʊ˨˩˦,tɕia˥˩ koʊ˨˩˦ suei˧˥ koʊ˨˩˦,否,,tɕia˥˩ koʊ˥˩ suei˧˥ koʊ˥˩,tɕia˥˩ koʊ˥˩ suei˧˥ koʊ˥˩,否,,[],拟音,歧义同音词,我不歧视这样的女的，只希望他们不要在中国了，嫁及随及，嫁购随购，和黑人去非洲开疆扩土吧！,我不歧视这样的女的，只希望他们不要在中国了，嫁鸡随鸡，嫁狗随狗，和黑人去非洲开疆扩土吧！
toxicloakcn_homophone_keyword_000911#1:01,toxicloakcn_homophone_keyword_000911#1,圣母标,圣母标,圣母标,sheng4 mu3 biao1,圣母婊,圣母婊,sheng4 mu3 biao3,ʂɤŋ˥˩ mu˨˩˦ piɑʊ˨˩˦,ʂɤŋ˥˩ mu˨˩˦ piɑʊ˨˩˦,否,,ʂɤŋ˥˩ mu˨˩˦ piɑʊ˥,ʂɤŋ˥˩ mu˨˩˦ piɑʊ˥,否,,[],拟音,歧义同音词,真是国际圣母标和圣父标 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生冲雷及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。,真是国际圣母婊和圣父婊 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生虫类及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。
toxicloakcn_homophone_keyword_000911#1:02,toxicloakcn_homophone_keyword_000911#1,圣父标,圣父标,圣父标,sheng4 fu4 biao1,圣父婊,圣父婊,sheng4 fu4 biao3,ʂɤŋ˥˩ fu˥˩ piɑʊ˨˩˦,ʂɤŋ˥˩ fu˥˩ piɑʊ˨˩˦,否,,ʂɤŋ˥˩ fu˥˩ piɑʊ˥,ʂɤŋ˥˩ fu˥˩ piɑʊ˥,否,,[],拟音,歧义同音词,真是国际圣母标和圣父标 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生冲雷及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。,真是国际圣母婊和圣父婊 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生虫类及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。
toxicloakcn_homophone_keyword_000911#1:03,toxicloakcn_homophone_keyword_000911#1,寄生冲雷,寄生冲雷,寄生冲雷,ji4 sheng1 chong1 lei2,寄生虫类,寄生虫类,ji4 sheng1 chong2 lei4,tɕi˥˩ ʂɤŋ˥ ʈʂʰʊŋ˧˥ lei˥˩,tɕi˥˩ ʂɤŋ˥ ʈʂʰʊŋ˧˥ lei˥˩,否,,tɕi˥˩ ʂɤŋ˥ ʈʂʰʊŋ˥ lei˧˥,tɕi˥˩ ʂɤŋ˥ ʈʂʰʊŋ˥ lei˧˥,否,,[],拟音,歧义同音词,真是国际圣母标和圣父标 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生冲雷及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。,真是国际圣母婊和圣父婊 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生虫类及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。
